ID_Transaccion,ID_Cliente,ID_Servicio,ID_Campaña,Cantidad,Total,Fecha
307,731,183,15,7,2022.58,2023-10-30
308,750,63,176,3,2249.88,2023-04-28
309,752,128,247,9,3916.26,2023-09-14
310,279,6,101,5,6158.55,2023-10-03
311,747,85,283,8,3130.96,2023-06-20
312,929,119,43,1,1121.05,2023-11-09
313,945,150,39,6,2773.86,2023-10-11
314,499,39,151,9,4870.8,2023-04-17
315,396,98,16,5,6263.8,2023-06-24
316,449,82,56,5,4308.1,2023-07-23
317,381,13,160,5,1680.8,2023-11-01
318,81,178,251,1,297.81,2023-04-30
319,716,47,146,8,10341.2,2023-06-05
320,877,123,67,6,9007.5,2023-04-18
321,82,98,135,4,5011.04,2023-11-30
322,867,89,8,2,268.82,2023-10-20
323,440,196,111,4,601.64,2023-10-09
324,432,26,200,1,1647.69,2023-04-29
325,754,2,115,3,4916.28,2023-07-17
326,576,8,258,5,4412.5,2023-09-02
327,198,181,82,5,6701.1,2023-06-10
328,316,83,101,1,977.81,2023-06-28
329,724,164,148,4,7590.48,2023-06-30
330,806,115,116,2,3250.84,2023-08-04
331,268,68,205,2,1709.7,2023-08-05
332,965,59,161,2,327.42,2023-10-12
333,549,173,212,9,1363.32,2023-02-08
334,964,62,99,8,14126.8,2023-06-27
335,728,98,257,7,8769.32,2023-10-21
336,811,178,23,4,1191.24,2023-05-31
337,669,49,23,4,1458.48,2023-12-02
338,478,87,162,2,2122.38,2023-08-22
339,491,167,71,7,9265.2,2023-01-08
340,631,157,79,2,2192.68,2023-12-07
341,505,46,237,1,1885.68,2023-09-21
342,217,63,179,6,4499.76,2023-01-05
343,707,74,161,6,7909.08,2023-06-24
344,10,142,206,2,3988.12,2023-07-12
345,34,100,121,7,10494.68,2023-04-29
346,318,158,269,2,1874.9,2023-05-25
347,207,37,258,8,12163.68,2023-10-30
348,568,167,236,8,10588.8,2023-03-17
349,43,33,58,8,7474.88,2023-12-11
350,94,52,44,4,4454.32,2023-10-16
351,304,125,117,1,526.75,2023-05-27
352,307,182,254,5,2762.75,2023-10-31
353,994,76,69,5,5655.9,2023-12-27
354,748,175,179,2,1078.08,2023-07-11
355,230,68,277,6,5129.1,2023-03-04
356,593,39,3,9,4870.8,2023-06-10
357,190,171,251,9,13143.15,2023-03-30
358,247,196,184,9,1353.69,2023-09-02
359,364,56,250,9,6230.43,2023-11-20
360,815,48,112,2,1472.64,2023-04-12
361,191,49,168,4,1458.48,2023-04-12
362,176,135,182,3,374.64,2023-03-23
363,89,41,174,9,7464.51,2023-10-06
364,151,185,25,3,4416.93,2023-12-31
365,860,79,162,1,445.04,2023-12-10
366,372,127,116,6,2205.78,2023-03-30
367,34,17,13,5,1131.7,2023-05-23
368,988,33,218,1,934.36,2023-03-17
369,138,81,280,7,8459.08,2023-05-23
370,397,8,39,5,4412.5,2023-11-12
371,964,86,225,9,10924.56,2023-11-01
372,461,96,67,1,389.82,2023-10-18
373,262,134,230,6,7807.8,2023-09-24
374,250,186,22,3,5177.46,2023-04-20
375,315,171,277,2,2920.7,2023-09-22
376,939,110,224,3,3257.37,2023-03-26
377,376,35,226,8,7832.72,2023-10-31
378,36,25,226,2,824.22,2023-04-27
379,397,127,112,9,3308.67,2023-01-12
380,165,137,272,5,2191.35,2023-10-31
381,991,170,27,5,1983.45,2023-10-27
382,999,130,266,4,3583.84,2023-09-28
383,327,31,29,7,5919.55,2023-11-22
384,170,181,178,2,2680.44,2023-12-30
385,537,188,109,5,4273.25,2023-04-17
386,201,136,198,7,9525.04,2023-12-02
387,119,135,180,5,624.4,2023-05-04
388,817,87,288,9,9550.71,2023-10-19
389,522,159,154,3,2584.35,2023-09-28
390,971,92,229,4,4695.0,2023-10-04
391,972,12,82,6,11601.3,2023-10-02
392,24,185,80,2,2944.62,2023-11-30
393,170,182,75,4,2210.2,2023-02-21
394,521,177,181,3,412.35,2023-05-16
395,930,8,290,4,3530.0,2023-06-07
396,198,142,138,2,3988.12,2023-01-02
397,850,66,66,1,1708.26,2023-03-18
398,511,190,65,4,1957.88,2023-03-31
399,208,80,194,9,16434.54,2023-12-16
400,150,159,101,7,6030.15,2023-12-17
401,878,65,265,7,2171.4,2023-06-08
402,260,141,167,7,1835.12,2023-11-08
403,767,49,171,1,364.62,2023-10-25
404,300,147,198,8,3990.56,2023-02-05
405,865,21,9,4,1462.28,2023-09-20
406,673,84,168,6,11399.04,2023-06-21
407,897,42,298,8,9062.0,2023-06-22
408,134,27,100,7,9547.09,2023-04-28
409,755,119,263,5,5605.25,2023-08-02
410,66,26,174,9,14829.21,2023-01-26
411,443,131,76,9,16543.89,2023-09-28
412,288,181,102,8,10721.76,2023-05-01
413,64,179,58,8,12958.72,2023-06-01
414,646,119,116,1,1121.05,2023-06-03
415,240,29,60,5,3908.9,2023-03-09
416,453,81,139,2,2416.88,2023-06-01
417,187,141,44,3,786.48,2023-04-10
418,131,112,194,7,6006.77,2023-07-21
419,489,65,278,9,2791.8,2023-05-26
420,693,131,30,3,5514.63,2023-06-13
421,472,179,23,1,1619.84,2023-08-30
422,920,89,190,5,672.05,2023-06-24
423,755,8,14,1,882.5,2023-04-18
424,599,152,293,2,1993.86,2023-06-10
425,213,35,18,7,6853.63,2023-05-29
426,1000,121,86,1,758.06,2023-05-30
427,973,79,165,5,2225.2,2023-05-23
428,398,181,142,3,4020.66,2023-06-09
429,163,66,103,9,15374.34,2023-03-19
430,84,70,133,9,3463.56,2023-09-11
431,407,10,180,9,16794.99,2023-09-15
432,732,32,270,3,4954.62,2023-09-20
433,718,194,295,5,1312.35,2023-05-26
434,548,15,2,3,5648.55,2023-02-11
435,988,93,281,6,8541.84,2023-05-05
436,215,69,113,7,11304.02,2023-08-29
437,921,35,167,7,6853.63,2023-10-07
438,510,144,9,3,3693.69,2023-03-09
439,228,149,112,6,2938.62,2023-02-11
440,705,60,294,7,8279.53,2023-04-19
441,790,147,227,4,1995.28,2023-08-20
442,784,38,134,5,5275.85,2023-12-19
443,216,152,231,4,3987.72,2023-03-14
444,875,130,30,8,7167.68,2023-12-19
445,21,14,258,6,8931.9,2023-07-15
446,33,99,248,1,905.85,2023-11-12
447,272,76,170,2,2262.36,2023-01-05
448,351,119,165,5,5605.25,2023-09-21
449,367,172,102,6,8111.76,2023-07-19
450,206,14,139,2,2977.3,2023-03-08
451,504,122,147,6,4555.26,2023-10-27
452,266,104,218,3,945.45,2023-12-08
453,789,35,109,6,5874.54,2023-05-10
454,827,175,199,7,3773.28,2023-06-21
455,597,182,233,2,1105.1,2023-04-12
456,785,33,86,1,934.36,2023-10-18
457,775,172,273,2,2703.92,2023-10-13
458,597,154,223,4,899.4,2023-09-21
459,511,94,21,6,11116.5,2023-10-27
460,44,8,273,4,3530.0,2023-11-29
461,962,47,37,9,11633.85,2023-11-07
462,551,58,279,9,13621.5,2023-02-24
463,285,6,234,1,1231.71,2023-05-16
464,428,56,48,4,2769.08,2023-01-03
465,34,192,146,7,12621.28,2023-12-14
466,705,179,85,3,4859.52,2023-04-14
467,546,28,242,6,6562.92,2023-01-05
468,954,171,59,4,5841.4,2023-12-26
469,153,58,184,8,12108.0,2023-12-30
470,314,76,210,1,1131.18,2023-05-01
471,82,81,151,5,6042.2,2023-03-25
472,17,62,62,6,10595.1,2023-08-19
473,128,85,85,1,391.37,2023-09-29
474,581,3,11,6,3502.92,2023-08-14
475,267,149,267,4,1959.08,2023-05-31
476,495,89,284,2,268.82,2023-08-25
477,263,91,10,2,3742.04,2023-12-27
478,715,194,262,5,1312.35,2023-09-15
479,926,200,124,9,16164.72,2023-11-27
480,591,21,64,3,1096.71,2023-06-29
481,87,19,293,7,8340.5,2023-06-03
482,520,110,207,4,4343.16,2023-11-07
483,554,81,244,6,7250.64,2023-05-23
484,168,65,250,6,1861.2,2023-11-12
485,449,85,229,5,1956.85,2023-09-01
486,573,152,14,1,996.93,2023-02-11
487,897,44,161,6,7716.3,2023-03-23
488,400,28,211,3,3281.46,2023-06-07
489,326,56,6,8,5538.16,2023-06-07
490,576,149,194,6,2938.62,2023-03-08
491,200,52,28,7,7795.06,2023-01-14
492,983,181,12,9,12061.98,2023-06-12
493,322,17,49,2,452.68,2023-12-13
494,709,152,138,2,1993.86,2023-07-25
495,548,144,290,4,4924.92,2023-09-13
496,470,104,189,9,2836.35,2023-10-08
497,109,83,239,6,5866.86,2023-10-16
498,311,97,102,4,4779.8,2023-04-05
499,92,83,70,1,977.81,2023-04-20
500,258,20,10,6,10196.82,2023-08-26
501,770,4,199,4,5579.44,2023-01-25
502,531,177,201,5,687.25,2023-01-25
503,318,107,91,4,1347.44,2023-06-22
504,247,90,222,4,7028.16,2023-05-26
505,879,91,169,6,11226.12,2023-06-09
506,43,65,293,2,620.4,2023-03-01
507,380,152,233,7,6978.51,2023-10-14
508,526,100,243,3,4497.72,2023-01-05
509,374,34,216,3,2448.57,2023-09-23
510,371,130,97,9,8063.64,2023-05-10
511,395,81,250,2,2416.88,2023-09-10
512,83,162,277,8,3565.28,2023-03-24
513,973,191,62,9,5912.82,2023-04-09
514,125,57,240,5,2860.65,2023-11-25
515,142,170,214,3,1190.07,2023-09-20
516,108,116,51,1,108.8,2023-09-17
517,499,80,148,4,7304.24,2023-04-13
518,267,97,106,8,9559.6,2023-09-30
519,570,22,192,5,8055.05,2023-12-25
520,743,53,96,4,7193.6,2023-08-09
521,710,108,42,4,7398.4,2023-05-04
522,944,95,133,6,8662.5,2023-08-19
523,661,10,158,2,3732.22,2023-03-04
524,581,121,63,5,3790.3,2023-04-26
525,832,76,293,3,3393.54,2023-01-07
526,547,80,36,6,10956.36,2023-01-14
527,517,20,238,7,11896.29,2023-08-17
528,648,115,27,6,9752.52,2023-05-13
529,911,13,262,7,2353.12,2023-03-03
530,480,63,140,5,3749.8,2023-09-03
531,994,189,25,6,8216.16,2023-03-20
532,388,192,89,5,9015.2,2023-05-18
533,821,17,171,7,1584.38,2023-11-10
534,277,181,235,8,10721.76,2023-03-06
535,814,63,165,5,3749.8,2023-08-30
536,800,6,216,5,6158.55,2023-06-30
537,229,156,53,2,1922.5,2023-06-22
538,386,18,84,4,6032.52,2023-07-07
539,533,20,135,5,8497.35,2023-11-04
540,845,144,273,7,8618.61,2023-04-27
541,275,180,179,4,1756.92,2023-02-03
542,250,198,54,4,4831.12,2023-04-22
543,429,17,154,2,452.68,2023-08-20
544,911,97,133,3,3584.85,2023-08-21
545,893,13,93,4,1344.64,2023-02-11
546,34,166,266,5,3072.05,2023-02-11
547,325,18,259,1,1508.13,2023-04-15
548,275,102,172,1,1858.58,2023-04-30
549,56,188,264,9,7691.85,2023-05-09
550,162,190,262,2,978.94,2023-03-01
551,269,72,37,1,1472.28,2023-01-10
552,929,134,83,2,2602.6,2023-11-10
553,256,18,176,8,12065.04,2023-10-04
554,485,13,53,7,2353.12,2023-10-17
555,426,53,219,8,14387.2,2023-08-02
556,980,174,263,8,4174.0,2023-03-20
557,565,61,54,1,1548.67,2023-12-09
558,919,126,184,8,7677.12,2023-06-22
559,946,68,221,3,2564.55,2023-03-10
560,807,75,157,1,1418.5,2023-03-28
561,123,175,287,5,2695.2,2023-01-08
562,560,7,80,8,7967.92,2023-03-28
563,400,14,120,1,1488.65,2023-04-19
564,963,35,157,3,2937.27,2023-06-01
565,975,176,194,1,1376.6,2023-05-13
566,238,187,150,4,6709.68,2023-10-04
567,581,52,238,8,8908.64,2023-11-10
568,313,101,46,4,7501.2,2023-05-19
569,409,15,269,4,7531.4,2023-07-30
570,607,102,127,7,13010.06,2023-01-28
571,762,140,232,3,2663.37,2023-09-18
572,355,144,70,5,6156.15,2023-12-16
573,816,143,24,6,6325.02,2023-12-18
574,708,156,83,8,7690.0,2023-11-16
575,311,90,154,6,10542.24,2023-04-21
576,569,55,100,1,388.18,2023-08-11
577,167,149,144,8,3918.16,2023-09-13
578,462,51,106,8,10225.12,2023-11-25
579,750,62,26,2,3531.7,2023-02-18
580,157,130,17,4,3583.84,2023-11-20
581,138,64,24,9,14943.51,2023-06-18
582,244,148,198,9,16256.7,2023-04-29
583,652,15,291,2,3765.7,2023-09-23
584,534,14,182,5,7443.25,2023-06-13
585,319,149,36,8,3918.16,2023-09-15
586,990,137,10,6,2629.62,2023-09-26
587,967,81,221,5,6042.2,2023-06-09
588,313,98,61,2,2505.52,2023-01-11
589,335,172,239,1,1351.96,2023-07-02
590,493,70,28,9,3463.56,2023-06-02
591,757,142,226,8,15952.48,2023-11-11
592,429,53,291,9,16185.6,2023-04-24
593,92,110,19,6,6514.74,2023-08-01
594,675,15,111,3,5648.55,2023-06-23
595,677,77,74,1,578.42,2023-05-02
596,777,147,75,7,3491.74,2023-02-08
597,479,97,65,1,1194.95,2023-09-25
598,268,155,238,9,14161.5,2023-01-18
599,244,59,127,5,818.55,2023-05-29
600,978,124,262,8,7673.68,2023-10-29
601,827,120,250,8,14781.84,2023-08-26
602,444,179,283,7,11338.88,2023-05-31
603,734,9,273,6,4577.1,2023-05-30
604,443,94,191,9,16674.75,2023-01-22
605,855,20,164,2,3398.94,2023-09-15
606,92,59,201,5,818.55,2023-10-10
607,71,197,197,2,889.46,2023-04-05
608,105,62,295,3,5297.55,2023-03-29
609,460,174,105,6,3130.5,2023-06-20
610,655,120,98,5,9238.65,2023-07-08
611,417,141,26,1,262.16,2023-07-03
612,627,56,141,3,2076.81,2023-07-10
613,762,161,267,6,2369.76,2023-01-19
614,233,92,132,7,8216.25,2023-01-30
615,102,76,194,7,7918.26,2023-04-18
616,247,128,245,9,3916.26,2023-05-08
617,561,191,167,5,3284.9,2023-04-21
618,670,134,216,8,10410.4,2023-12-28
619,849,67,249,8,2737.84,2023-05-09
620,145,184,44,5,2810.15,2023-01-03
621,579,125,133,1,526.75,2023-04-14
622,830,53,206,3,5395.2,2023-08-12
623,568,148,296,2,3612.6,2023-01-10
624,462,26,248,5,8238.45,2023-10-29
625,808,2,270,7,11471.32,2023-08-07
626,660,30,92,2,3533.36,2023-04-22
627,708,65,77,9,2791.8,2023-03-27
628,289,9,11,6,4577.1,2023-01-12
629,547,78,255,1,756.82,2023-01-14
630,697,90,202,9,15813.36,2023-01-20
631,563,83,51,3,2933.43,2023-08-11
632,475,39,69,7,3788.4,2023-03-11
633,126,113,86,8,1632.4,2023-07-30
634,548,109,125,5,8764.0,2023-07-05
635,710,65,37,4,1240.8,2023-04-21
